begin,open,close,high,low,value,volume,end,year,ticker,company_name
2019-07-31,214.125,212.50000000000003,214.75,212.50000000000003,608899214.35,14277630000,2019-07-31 23:59:59,2019,VTBR,ВТБ
2019-08-01,211.97499999999997,212.675,213.9,211.25,756908810.5,17798840000,2019-08-01 23:59:59,2019,VTBR,ВТБ
2019-08-02,209.97499999999997,210.075,211.0,207.15,2611078992.65,62242000000,2019-08-02 23:59:59,2019,VTBR,ВТБ
2019-08-05,209.7,207.725,214.20000000000002,207.5,1219139677.95,29032060000,2019-08-05 23:59:59,2019,VTBR,ВТБ
2019-08-06,208.44999999999996,208.0,209.55,207.25,830034079.95,19908100000,2019-08-06 23:59:59,2019,VTBR,ВТБ
2019-08-07,208.025,204.25,209.1,203.75,1407871940.6,34140210000,2019-08-07 23:59:59,2019,VTBR,ВТБ
2019-08-08,205.425,205.00000000000006,207.45,200.625,2383515172.65,58700620000,2019-08-08 23:59:59,2019,VTBR,ВТБ
2019-08-09,204.5,203.00000000000003,204.5,202.29999999999998,623824004.7999998,15351250000,2019-08-09 20:29:59,2019,VTBR,ВТБ
2019-08-12,203.45,203.00000000000003,204.75,202.625,577158929.55,14157810000,2019-08-12 23:59:59,2019,VTBR,ВТБ
2019-08-13,203.025,201.1,203.27499999999998,199.42499999999998,1113425594.8,27723910000,2019-08-13 23:59:59,2019,VTBR,ВТБ
2019-08-14,201.60000000000005,195.05,201.77500000000003,194.60000000000002,1260626276.55,31912630000,2019-08-14 23:59:59,2019,VTBR,ВТБ
2019-08-15,196.0,193.14999999999998,196.825,192.45000000000005,1177952908.3,30324310000,2019-08-15 23:59:59,2019,VTBR,ВТБ
2019-08-16,194.07500000000002,190.5,195.32500000000005,190.5,831113337.1,21608420000,2019-08-16 23:59:59,2019,VTBR,ВТБ
2019-08-19,191.75,191.82500000000002,192.875,190.7,884577963.1,23063280000,2019-08-19 23:59:59,2019,VTBR,ВТБ
2019-08-20,191.65,196.6,197.59999999999997,191.65,1544318763.7,39483860000,2019-08-20 23:59:59,2019,VTBR,ВТБ
2019-08-21,197.0,196.64999999999998,198.77499999999995,195.70000000000002,800843364.55,20314050000,2019-08-21 23:59:59,2019,VTBR,ВТБ
2019-08-22,196.64999999999998,192.84999999999997,196.90000000000003,192.84999999999997,679625662.35,17449850000,2019-08-22 23:59:59,2019,VTBR,ВТБ
2019-08-23,193.0,190.525,193.87499999999997,189.725,975307950.1,25460990000,2019-08-23 23:59:59,2019,VTBR,ВТБ
2019-08-26,189.50000000000003,190.29999999999998,191.97500000000002,188.85,695261164.1,18242990000,2019-08-26 23:59:59,2019,VTBR,ВТБ
2019-08-27,190.725,191.89999999999998,191.89999999999998,189.425,752754623.45,19712780000,2019-08-27 23:59:59,2019,VTBR,ВТБ
2019-08-28,192.20000000000002,192.35,192.57500000000002,190.425,574930337.55,15007890000,2019-08-28 23:59:59,2019,VTBR,ВТБ
2019-08-29,192.225,192.9,194.9,191.35,945790027.5,24466780000,2019-08-29 23:59:59,2019,VTBR,ВТБ
2019-08-30,192.65,193.4,193.95,191.425,876304710.75,22723510000,2019-08-30 23:59:59,2019,VTBR,ВТБ
2019-09-02,193.4,197.02500000000003,198.4,193.04999999999998,1213342050.15,30823490000,2019-09-02 23:59:59,2019,VTBR,ВТБ
2019-09-03,197.225,196.0,198.675,194.55,922614930.45,23483670000,2019-09-03 23:59:59,2019,VTBR,ВТБ
2019-09-04,197.02500000000003,214.55,215.475,196.875,7232407102.8,172677690000,2019-09-04 23:59:59,2019,VTBR,ВТБ
2019-09-05,215.75,210.025,219.99999999999994,208.25,4877980268.8,114421060000,2019-09-05 23:59:59,2019,VTBR,ВТБ
2019-09-06,210.49999999999997,209.75000000000003,212.825,207.75000000000003,1476264721.95,35052460000,2019-09-06 23:59:59,2019,VTBR,ВТБ
2019-09-09,210.72500000000002,207.5,211.65,207.04999999999998,982975409.05,23496310000,2019-09-09 23:59:59,2019,VTBR,ВТБ
2019-09-10,207.875,213.25,214.15,206.22500000000002,2456606353.0,58242810000,2019-09-10 23:59:59,2019,VTBR,ВТБ
2019-09-11,213.975,213.49999999999997,215.24999999999994,211.79999999999998,1489384455.1,34861520000,2019-09-11 23:59:59,2019,VTBR,ВТБ
2019-09-12,213.0,214.37500000000003,216.5,212.29999999999998,1523838760.0,35521630000,2019-09-12 23:59:59,2019,VTBR,ВТБ
2019-09-13,214.4,212.50000000000003,215.72500000000002,211.49999999999994,866682584.05,20266140000,2019-09-13 23:59:59,2019,VTBR,ВТБ
2019-09-16,213.45,213.35,213.92499999999998,210.4,838964710.4,19779010000,2019-09-16 23:59:59,2019,VTBR,ВТБ
2019-09-17,213.0,211.70000000000002,213.95000000000002,210.6,994547832.1,23440700000,2019-09-17 23:59:59,2019,VTBR,ВТБ
2019-09-18,211.67499999999995,212.775,214.6,211.1,1117789820.35,26237130000,2019-09-18 23:59:59,2019,VTBR,ВТБ
